date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2020-04-28,8.2,8.25,7.9,8.05,247400
2020-04-29,8.1,8.1,7.6,7.8,123900
2020-04-30,7.8,7.85,7.55,7.65,23900
2020-05-04,7.55,8.45,7.55,7.9,162800
2020-05-05,7.85,8.05,7.6,8.0,30100
2020-05-06,7.95,8.0,7.65,7.9,12900
2020-05-07,7.95,8.25,7.55,8.0,25700
2020-05-08,7.9,8.0,7.9,8.0,700
2020-05-12,7.9,8.15,7.75,7.8,9800
2020-05-13,7.9,7.9,7.7,7.85,2400
2020-05-14,7.7,7.85,7.65,7.8,1600
2020-05-15,7.65,8.25,7.65,7.9,35800
2020-05-18,7.95,9.75,7.7,7.75,460500
2020-05-19,7.85,8.45,7.75,8.05,74400
2020-05-20,7.9,8.05,7.9,7.95,4200
2020-05-21,7.85,7.95,7.75,7.95,26000
2020-05-22,7.75,7.95,7.75,7.95,5600
2020-05-25,7.9,8.05,7.9,8.05,12800
2020-05-26,8.1,8.15,7.9,8.15,23300
2020-05-27,8.05,8.15,8.0,8.0,26000
2020-05-28,7.95,9.5,7.95,8.6,437800
2020-05-29,8.7,8.75,8.1,8.35,77600
2020-06-01,8.25,8.35,8.2,8.3,3000
2020-06-02,8.35,9.05,8.35,8.45,51900
2020-06-03,8.35,8.55,8.3,8.3,14600
2020-06-04,8.3,8.5,8.25,8.3,30400
2020-06-05,8.3,8.35,8.1,8.3,46600
2020-06-08,8.3,8.3,7.45,8.05,301200
2020-06-09,8.05,8.2,7.95,8.05,42000
2020-06-10,8.0,8.0,7.9,7.95,24300
2020-06-11,7.95,7.95,7.85,7.95,28100
2020-06-15,7.85,7.95,7.8,7.8,16400
2020-06-16,7.8,7.9,7.8,7.9,4500
2020-06-17,7.9,8.1,7.9,7.95,21400
2020-06-18,8.0,8.1,7.95,8.0,8400
2020-06-19,7.95,7.95,7.9,7.95,9900
2020-06-22,8.0,8.0,7.9,7.9,7100
2020-06-23,7.85,8.0,7.85,7.95,11000
2020-06-25,7.95,7.95,7.75,7.8,10500
2020-06-26,7.8,7.9,7.5,7.65,78400
2020-06-29,7.7,7.8,7.7,7.8,11100
2020-06-30,7.7,7.8,7.65,7.65,12700
2020-07-02,7.65,7.65,7.45,7.55,62600
2020-07-03,7.65,7.95,7.6,7.8,51100
2020-07-06,7.8,8.0,7.7,7.8,41000
2020-07-07,7.7,7.8,7.6,7.75,25800
2020-07-08,7.75,7.85,7.75,7.85,10100
2020-07-09,7.75,7.75,7.7,7.75,8100
2020-07-10,7.7,7.7,7.65,7.7,2400
2020-07-13,7.7,7.75,7.6,7.75,11700
2020-07-14,7.75,7.75,7.6,7.6,9400
2020-07-15,7.7,7.75,7.55,7.7,13100
2020-07-16,7.7,7.7,7.65,7.7,2500
2020-07-17,7.6,7.75,7.6,7.75,8200
2020-07-20,7.7,7.7,7.6,7.7,3500
2020-07-21,7.7,7.95,7.65,7.85,25100
2020-07-22,7.85,7.85,7.6,7.8,22700
2020-07-23,7.8,7.85,7.65,7.75,12700
2020-07-24,7.7,7.8,7.6,7.65,11400
2020-07-27,7.7,7.75,7.6,7.75,13700
2020-07-28,7.7,7.7,7.6,7.7,13100
2020-07-29,7.7,7.8,7.6,7.75,19500
2020-07-30,7.75,8.3,7.6,7.8,249900
2020-07-31,7.65,7.8,7.6,7.75,41000
2020-08-03,7.7,7.9,7.7,7.85,34700
2020-08-04,7.75,8.05,7.7,8.05,54200
2020-08-05,7.9,8.0,7.75,8.0,42900
2020-08-06,8.0,8.0,7.85,8.0,8900
2020-08-07,7.9,8.0,7.85,8.0,8700
2020-08-10,8.0,10.8,8.0,8.8,2916700
2020-08-11,9.05,9.4,8.25,8.35,458400
2020-08-12,8.3,9.5,8.25,8.6,187700
2020-08-13,8.5,9.4,8.35,8.9,331300
2020-08-14,8.8,9.2,8.7,8.75,80500
2020-08-17,8.75,9.25,8.45,8.95,121900
2020-08-18,8.85,9.05,8.8,8.8,32100
2020-08-19,8.8,9.0,8.5,8.65,70900
2020-08-20,8.6,8.7,8.45,8.55,12000
2020-08-21,8.55,8.6,8.45,8.6,13300
2020-08-24,8.65,8.65,8.45,8.45,11100
2020-08-25,8.5,8.55,8.35,8.4,13400
2020-08-26,8.45,8.75,8.15,8.45,102700
2020-08-27,8.4,8.45,8.35,8.35,14600
2020-08-28,8.35,8.45,8.0,8.3,70800
2020-08-31,8.3,8.35,8.1,8.25,37700
2020-09-01,8.25,8.25,8.15,8.2,8000
2020-09-02,8.15,8.25,8.15,8.15,16600
2020-09-03,8.25,8.25,8.0,8.15,48400
2020-09-04,8.15,8.2,7.85,8.05,13000
2020-09-07,8.05,8.1,7.95,8.0,5000
2020-09-08,8.0,8.7,7.95,8.3,91000
2020-09-09,8.3,8.35,8.1,8.35,3500
2020-09-10,8.25,8.3,8.15,8.25,9700
2020-09-11,8.15,8.25,8.0,8.25,5000
2020-09-14,8.25,8.3,8.15,8.3,4200
2020-09-15,8.3,8.3,8.15,8.25,3600
2020-09-16,8.25,8.25,8.15,8.2,5500
2020-09-17,8.25,8.3,8.1,8.1,6900
2020-09-18,8.15,8.35,8.15,8.2,12000
2020-09-21,8.2,8.2,8.05,8.15,9500
2020-09-22,8.15,8.15,8.05,8.15,7900
2020-09-23,8.1,8.2,8.05,8.2,5000
2020-09-24,8.15,8.15,8.05,8.05,3300
2020-09-25,8.05,8.15,8.05,8.15,5000
2020-09-28,8.1,8.15,8.05,8.1,4800
2020-09-29,8.1,8.1,8.0,8.05,20500
2020-09-30,8.1,8.1,7.85,8.0,19100
2020-10-01,8.0,8.0,7.9,8.0,7600
2020-10-02,7.9,8.1,7.9,8.1,9600
2020-10-05,8.15,8.15,8.05,8.1,2100
2020-10-06,8.15,8.15,8.05,8.15,2100
2020-10-07,8.15,8.15,8.0,8.0,4100
2020-10-08,8.0,8.05,7.95,8.05,8400
2020-10-09,8.1,8.1,7.95,8.05,4400
2020-10-12,7.95,8.1,7.9,8.1,25300
2020-10-13,8.1,8.1,7.95,8.05,1600
2020-10-14,8.05,8.1,7.95,8.0,4100
2020-10-15,8.1,8.15,8.0,8.05,8500
2020-10-16,8.1,8.1,8.0,8.0,6300
2020-10-19,8.0,8.0,7.85,7.95,15900
2020-10-20,8.0,8.05,7.9,7.9,9400
2020-10-21,8.0,8.05,7.8,7.9,8400
