date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2022-09-14,164.2,164.38,159.5,162.14,15781600
2022-09-15,162.18,164.44,161.52,162.12,12097400
2022-09-16,162.0,163.9,160.28,162.28,8014200
2022-09-19,162.4,162.94,159.54,160.16,9104000
2022-09-20,159.8,160.54,150.5,152.6,25004600
2022-09-21,145.58,151.3,140.96,147.76,19799100
2022-09-22,148.0,151.34,147.02,147.94,9525100
2022-09-23,148.3,148.3,141.06,141.48,14068200
2022-09-26,139.82,140.0,123.6,128.5,28120000
2022-09-27,131.16,134.0,128.0,132.78,12446000
2022-09-28,132.2,133.72,127.5,129.3,10466100
2022-09-29,129.98,132.0,120.12,123.38,21447800
2022-09-30,123.88,127.88,119.44,124.58,20564600
2022-10-03,124.58,132.5,122.9,131.86,12454200
2022-10-04,132.4,133.0,127.14,129.56,11615000
2022-10-05,129.32,129.32,123.18,125.16,14971400
2022-10-06,125.7,126.4,123.42,124.0,8595500
2022-10-07,123.46,123.46,119.0,119.32,9601200
2022-10-10,115.88,125.08,115.0,125.0,16637000
2022-10-11,124.98,129.38,122.5,127.94,12030600
2022-10-12,128.6,130.36,124.62,126.98,10147700
2022-10-13,126.7,128.88,125.24,126.16,7194700
2022-10-14,126.2,126.88,123.4,126.4,6615000
2022-10-17,126.46,132.7,126.32,132.46,10441800
2022-10-18,133.4,135.3,129.7,132.22,13846700
2022-10-19,131.7,132.7,127.5,130.18,11296200
2022-10-20,130.44,132.46,129.4,130.84,10385000
2022-10-21,130.76,131.84,128.0,131.6,11243700
2022-10-24,132.04,133.92,130.26,131.52,13137500
2022-10-25,131.8,135.5,130.64,134.7,12181300
2022-10-26,134.98,136.5,129.9,131.36,20588600
2022-10-27,131.56,133.8,130.5,132.66,15995800
2022-10-28,132.04,135.66,130.92,135.48,16517000
2022-10-31,136.0,138.3,134.26,137.58,15732300
2022-11-01,138.0,138.48,135.7,136.24,6907900
2022-11-02,136.32,136.8,132.5,134.04,6970200
2022-11-03,134.38,134.94,132.6,134.06,6383800
2022-11-07,135.4,140.9,134.94,140.7,13116400
2022-11-08,140.86,141.44,138.3,139.68,10451900
2022-11-09,139.42,141.38,135.72,137.2,13131800
2022-11-10,137.58,140.7,136.52,140.44,10095600
2022-11-11,140.6,147.64,140.6,147.64,21178700
2022-11-14,148.36,155.0,146.84,154.56,21913000
2022-11-15,154.88,154.98,145.4,149.84,23869400
2022-11-16,150.38,154.2,149.68,152.24,12884500
2022-11-17,152.12,153.2,147.74,149.46,11749700
2022-11-18,149.3,150.18,146.62,149.86,9738200
2022-11-21,149.68,149.94,144.74,146.54,13542300
2022-11-22,146.12,148.9,145.42,148.02,11458300
2022-11-23,148.2,148.8,146.7,147.52,7551800
2022-11-24,147.58,148.44,146.9,147.66,4960300
2022-11-25,147.6,147.6,145.7,146.32,5058200
2022-11-28,145.6,146.92,144.78,145.7,8255700
2022-11-29,146.06,147.44,143.14,144.64,10811400
2022-11-30,144.62,144.84,142.18,143.84,8193100
2022-12-01,144.0,147.0,143.06,146.5,11620600
2022-12-02,146.66,146.7,144.04,144.84,7787200
2022-12-05,145.18,149.78,144.3,148.24,13149600
2022-12-06,148.5,149.48,146.56,147.18,9091800
2022-12-07,147.1,150.98,145.56,150.38,12987100
2022-12-08,150.8,151.5,147.9,148.86,10857700
